date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
20200201,39,25,16,12,5,12,19,49,66,76,80,69,87,70,58,55,59,45,36,45,40,39,34,28
20200202,36,21,14,9,11,10,16,51,60,81,83,68,58,66,49,46,64,30,41,36,31,28,27,22
20200203,46,26,11,7,9,13,16,47,75,69,88,83,67,65,61,82,83,49,40,55,40,31,43,18
