_id,account_id,created_at,day,hour_minute,month,year
5e35a0b630d4207f172ca2bf,5deb1b2b30d4205681bd6a31,2020-02-01 16:00:54.210,20200202,0000,202002,2020
5e35a178887d1f24c243ff0a,5e21118530d4207f17fb7530,2020-02-01 16:04:08.153,20200202,0004,202002,2020
5e35a28630d4207f172ca33e,5de36cc530d4203dd5b099af,2020-02-01 16:08:38.501,20200202,0008,202002,2020
5e35a2a030d4207f172ca3f1,5d4a84b6887d1f07ed714e66,2020-02-01 16:09:04.150,20200202,0009,202002,2020
5e35a2f530d4207f172ca43a,5dd34e0330d420799b866c9e,2020-02-01 16:10:29.168,20200202,0010,202002,2020
5e35a37830d4207f172ca4e5,5d4b72af887d1f07ed78da46,2020-02-01 16:12:40.780,20200202,0012,202002,2020
5e35a37830d4207f172ca4e9,5d4b72af887d1f07ed78da46,2020-02-01 16:12:40.781,20200202,0012,202002,2020
5e35a3bf30d4207f172ca593,5d5d7b0e887d1f26202d58a0,2020-02-01 16:13:51.807,20200202,0013,202002,2020
5e35a43e30d4207f172ca5ea,5d4b9dd6887d1f07ed7e9def,2020-02-01 16:15:58.685,20200202,0015,202002,2020
5e35a47a887d1f24c243ff2d,5d56ad43887d1f5d0bce0cb9,2020-02-01 16:16:58.180,20200202,0016,202002,2020
5e35a50c30d4207f172ca747,5df0504b887d1f45c04c5a43,2020-02-01 16:19:24.194,20200202,0019,202002,2020
5e35a54930d4207f172ca772,5e23b54b887d1f24c2372db2,2020-02-01 16:20:25.747,20200202,0020,202002,2020
5e35a65030d4207f172ca874,5e196594887d1f590379e882,2020-02-01 16:24:48.244,20200202,0024,202002,2020
5e35a7a230d4207f172ca95e,5e2fc52930d4207f172398d2,2020-02-01 16:30:26.846,20200202,0030,202002,2020
5e35a82a887d1f24c2440051,5d4b9110887d1f07ed7cff91,2020-02-01 16:32:42.188,20200202,0032,202002,2020
5e35a9ce30d4207f172caa64,5d9be628887d1f0b0ada996c,2020-02-01 16:39:42.081,20200202,0039,202002,2020
5e35a9fa30d4207f172caaa7,5e122f45887d1f4fb8b09c23,2020-02-01 16:40:26.564,20200202,0040,202002,2020
5e35ad8f887d1f24c24400f6,5dd62bdc30d4202444aac792,2020-02-01 16:55:43.238,20200202,0055,202002,2020
5e35adf430d4207f172cae10,5de0aaa430d4202dc1e6b898,2020-02-01 16:57:24.173,20200202,0057,202002,2020
5e35af5930d4207f172caebe,5d4a7808887d1f079514b6eb,2020-02-01 17:03:21.106,20200202,0103,202002,2020
5e35b09c30d4207f172caef9,5d4a7568887d1f078674d4fd,2020-02-01 17:08:44.362,20200202,0108,202002,2020
5e35b38d30d4207f172cafa6,5e0ed0d930d420523e6f5f57,2020-02-01 17:21:17.188,20200202,0121,202002,2020
5e35b58730d4207f172cb0b2,5e226af030d4207f17025d60,2020-02-01 17:29:43.588,20200202,0129,202002,2020
5e35bcd2887d1f24c24403b3,5e153c47887d1f5903741ec2,2020-02-01 18:00:50.082,20200202,0200,202002,2020
5e35c10e30d4207f172cb474,5df0652b30d42020c40a06d2,2020-02-01 18:18:54.565,20200202,0218,202002,2020
5e35c12430d4207f172cb4ca,5d4b7329887d1f07ed78ec73,2020-02-01 18:19:16.550,20200202,0219,202002,2020
5e35c51a30d4207f172cb507,5e10262330d420523e7a588d,2020-02-01 18:36:10.171,20200202,0236,202002,2020
